EmpNumber,Age,Gender,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
913,29,Female,Other,Married,Sales Rep,Sales Manager,Frequently,17,High School,4,22,4,4,1,8,Yes,23,1,3,2,3,3,3,6,8,No,3
914,54,Female,Finance,Married,Marketer,Marketing Manager,Frequently,16,Doctor,4,46,1,1,4,8,Yes,25,1,6,5,5,6,6,6,7,No,4
915,29,Male,Marketing,Divorced,Manager,Team Leader,Frequently,7,Master,1,28,4,4,2,8,Yes,17,1,11,5,3,11,11,6,10,No,4
916,30,Male,Technical,Divorced,Analyst,Data Analyst,Rarely,24,Doctor,4,61,4,5,4,6,Yes,12,1,5,1,3,5,5,1,4,Yes,5
917,22,Female,Other,Married,Sales Rep,Sales Manager,Rarely,9,Doctor,3,29,1,4,5,3,No,11,3,3,2,1,3,3,3,6,Yes,2
918,54,Male,HR,Single,Manager,Team Leader,Occasionally,7,College,1,54,3,4,4,5,Yes,13,4,8,1,4,8,8,4,8,No,4
919,32,Female,HR,Married,Manager,Team Leader,Rarely,23,Bachelor,2,22,2,1,1,0,Yes,22,3,11,0,1,11,11,9,1,No,4
920,38,Male,HR,Divorced,Engineer,Engineer,Occasionally,26,Doctor,3,62,2,4,3,5,Yes,20,4,7,5,4,7,7,0,7,No,3
921,29,Female,Technical,Single,Analyst,Analyst,Occasionally,14,High School,1,75,4,1,1,7,Yes,12,1,3,3,2,3,3,6,8,No,4
922,58,Female,Other,Divorced,Engineer,Developer,Occasionally,14,College,4,46,4,2,2,2,No,14,3,10,4,2,10,10,5,7,No,3
923,57,Male,Marketing,Married,Manager,Team Leader,Rarely,2,College,5,54,2,4,2,2,No,20,1,7,4,4,7,7,1,6,Yes,5
924,46,Female,Other,Divorced,Marketer,Marketing Manager,Rarely,7,Doctor,3,22,1,4,1,3,Yes,10,3,4,0,3,4,4,6,4,No,4
925,48,Male,Other,Single,Analyst,Data Analyst,Rarely,29,Doctor,2,38,4,3,1,6,Yes,13,2,2,0,2,2,2,10,9,Yes,4
926,57,Male,Marketing,Single,Analyst,Data Analyst,Occasionally,7,High School,2,66,1,2,1,0,Yes,14,2,6,1,1,6,6,3,10,Yes,5
927,59,Male,Marketing,Married,Manager,Manager,Rarely,23,High School,4,59,2,4,3,3,Yes,24,5,19,0,3,19,19,1,5,Yes,4
928,39,Female,Marketing,Divorced,Analyst,Analyst,Occasionally,15,Bachelor,2,58,3,2,2,7,Yes,12,1,4,4,5,4,4,0,8,No,4
929,58,Male,Marketing,Married,Engineer,Developer,Rarely,8,College,4,40,2,3,1,1,Yes,13,3,10,2,3,10,10,10,10,Yes,4
930,45,Male,HR,Single,Analyst,Analyst,Rarely,21,College,2,35,2,4,4,1,No,21,4,4,2,2,4,4,10,1,Yes,5
931,51,Female,Finance,Divorced,Marketer,Marketing Manager,Occasionally,20,High School,4,37,3,1,3,5,No,19,4,7,0,1,7,7,8,1,Yes,4
932,28,Female,HR,Divorced,Marketer,Marketing Manager,Frequently,25,Master,2,39,2,1,5,8,Yes,19,3,4,3,5,4,4,2,1,Yes,3
933,47,Female,Other,Divorced,Sales Rep,Sales Manager,Rarely,29,College,1,53,2,4,3,1,No,10,1,3,0,3,3,3,3,1,Yes,2
934,60,Male,Marketing,Divorced,Engineer,Engineer,Frequently,18,Bachelor,2,51,3,2,2,1,Yes,10,3,7,5,3,7,7,4,5,No,3
935,52,Female,Other,Divorced,Engineer,Developer,Occasionally,6,College,3,44,4,3,2,2,No,19,1,2,1,3,2,2,9,5,No,3
936,49,Female,Finance,Single,Manager,Team Leader,Rarely,8,Bachelor,4,25,4,4,4,4,No,16,3,14,2,4,14,14,6,10,Yes,4
937,26,Male,Technical,Single,Analyst,Analyst,Frequently,8,Bachelor,5,25,3,4,3,8,Yes,14,4,4,0,2,4,4,3,9,No,3
938,24,Female,Marketing,Married,Manager,Team Leader,Occasionally,21,Master,4,42,1,4,3,2,Yes,23,5,11,3,5,11,11,7,5,Yes,4
939,23,Female,Finance,Divorced,Engineer,Engineer,Rarely,23,College,5,57,2,3,3,7,No,18,4,5,5,5,5,5,10,4,Yes,4
940,35,Female,HR,Divorced,Engineer,Developer,Rarely,1,Doctor,2,69,1,3,3,7,Yes,21,4,6,3,2,6,6,3,1,No,3
941,47,Female,Finance,Married,Engineer,Developer,Frequently,18,Bachelor,4,65,3,2,4,3,Yes,24,2,7,2,2,7,7,10,5,No,3
942,39,Male,Other,Single,Marketer,Marketing Manager,Rarely,23,College,5,51,2,3,2,1,No,14,3,5,2,1,5,5,3,3,No,4
943,27,Female,Finance,Divorced,Marketer,Marketing Manager,Frequently,28,Doctor,2,66,2,2,3,6,Yes,14,3,2,4,3,2,2,10,4,No,2
944,46,Female,Finance,Single,Analyst,Data Analyst,Rarely,24,Master,3,63,3,1,2,0,Yes,25,5,6,3,1,6,6,5,2,No,4
945,34,Male,HR,Divorced,Analyst,Data Analyst,Frequently,10,High School,1,75,4,3,3,8,Yes,21,1,5,0,3,5,5,3,10,No,5
946,48,Female,Other,Divorced,Manager,Manager,Rarely,19,Bachelor,4,75,3,1,4,4,Yes,11,4,15,3,2,15,15,0,6,No,4
947,59,Male,Other,Divorced,Analyst,Data Analyst,Rarely,12,High School,5,44,4,2,3,5,No,22,4,8,5,3,8,8,1,4,Yes,5
948,39,Female,Finance,Single,Manager,Manager,Occasionally,3,Master,5,65,3,5,5,0,No,12,4,15,2,3,15,15,5,6,Yes,4
949,22,Female,HR,Divorced,Marketer,Marketing Manager,Frequently,16,Doctor,2,29,4,1,2,4,No,23,1,7,3,2,7,7,6,8,No,4
950,33,Male,HR,Married,Analyst,Analyst,Frequently,12,Master,2,73,1,1,1,8,No,19,3,8,5,1,8,8,9,1,No,3
951,30,Male,Marketing,Single,Manager,Team Leader,Frequently,21,Master,5,53,4,2,4,7,Yes,11,2,14,4,4,14,14,0,3,No,4
952,53,Female,Technical,Divorced,Manager,Team Leader,Rarely,16,High School,1,63,3,5,3,7,Yes,22,1,15,0,1,15,15,7,5,No,4
953,41,Female,Technical,Divorced,Engineer,Developer,Frequently,24,High School,3,28,2,5,1,7,No,19,4,6,3,2,6,6,6,10,Yes,4
954,36,Female,Marketing,Married,Manager,Manager,Frequently,11,Master,5,73,4,1,3,2,No,20,4,8,1,5,8,8,5,6,No,4
955,26,Male,HR,Married,Analyst,Data Analyst,Frequently,12,High School,3,20,4,2,2,6,No,12,4,5,3,5,5,5,6,6,No,3
956,57,Female,Other,Single,Marketer,Marketer,Rarely,8,Master,1,24,1,2,2,7,No,25,2,7,2,1,7,7,8,5,No,4
957,33,Male,Other,Divorced,Manager,Team Leader,Frequently,5,Doctor,1,32,2,2,3,2,No,18,5,20,0,3,20,20,8,3,Yes,5
958,24,Male,Finance,Single,Marketer,Marketing Manager,Rarely,17,College,5,50,1,5,5,4,No,16,4,4,4,2,4,4,2,3,Yes,4
959,56,Female,Technical,Single,Marketer,Marketer,Occasionally,4,Doctor,1,61,3,4,1,2,Yes,15,4,4,4,2,4,4,0,5,Yes,2
960,30,Female,Technical,Divorced,Engineer,Developer,Occasionally,13,Bachelor,3,65,4,1,2,1,Yes,22,5,10,4,3,10,10,8,2,Yes,4
961,46,Female,Marketing,Divorced,Marketer,Marketer,Frequently,27,High School,1,39,2,4,4,2,Yes,19,3,7,4,1,7,7,7,6,Yes,3
962,46,Male,Finance,Single,Manager,Team Leader,Frequently,7,Doctor,5,34,1,4,4,6,No,20,2,16,2,5,16,16,2,10,No,5
963,25,Female,Technical,Divorced,Marketer,Marketer,Occasionally,6,Doctor,3,36,1,2,3,5,Yes,14,4,5,3,3,5,5,1,1,No,2
964,29,Male,HR,Married,Marketer,Marketer,Occasionally,26,High School,3,38,3,5,5,0,No,22,1,7,4,5,7,7,1,2,No,3
965,41,Male,Other,Divorced,Marketer,Marketer,Occasionally,12,College,2,29,4,1,4,4,Yes,13,1,3,4,4,3,3,9,8,No,4
966,40,Male,Finance,Divorced,Marketer,Marketer,Rarely,6,Bachelor,1,76,3,2,1,4,Yes,24,5,6,0,1,6,6,6,4,Yes,3
967,46,Female,Marketing,Single,Marketer,Marketer,Frequently,29,Bachelor,2,47,4,4,2,0,No,21,2,7,0,2,7,7,4,4,Yes,2
968,55,Male,Technical,Single,Manager,Manager,Rarely,27,College,1,79,2,4,5,4,No,11,1,8,1,3,8,8,8,1,Yes,5
969,34,Male,Marketing,Married,Analyst,Analyst,Rarely,7,College,1,73,2,4,3,5,Yes,20,1,6,4,5,6,6,4,1,No,4
970,50,Male,Technical,Divorced,Engineer,Developer,Rarely,23,Master,1,59,4,3,2,0,No,24,1,10,0,3,10,10,10,2,No,4
971,47,Female,Technical,Divorced,Sales Rep,Sales Manager,Rarely,4,Doctor,5,34,1,1,5,5,No,24,5,4,1,4,4,4,0,10,No,2
972,53,Female,Finance,Single,Sales Rep,Sales Rep,Occasionally,14,College,3,26,4,1,5,2,Yes,15,5,1,2,2,1,1,0,6,No,2
973,50,Female,Other,Single,Manager,Manager,Rarely,24,High School,2,67,3,5,2,0,No,19,4,12,3,5,12,12,0,3,Yes,5
974,43,Male,Finance,Married,Engineer,Developer,Rarely,16,Doctor,1,27,1,2,3,2,Yes,24,1,9,3,2,9,9,10,2,Yes,4
975,36,Female,Finance,Divorced,Engineer,Engineer,Rarely,3,College,4,38,4,4,4,6,No,16,2,6,1,3,6,6,5,5,No,4
976,36,Male,Marketing,Married,Marketer,Marketer,Occasionally,10,Bachelor,5,40,3,1,5,6,No,18,3,2,2,1,2,2,2,8,Yes,4
977,48,Female,Other,Married,Engineer,Developer,Occasionally,24,High School,3,21,2,3,5,4,Yes,24,3,8,3,1,8,8,7,3,Yes,3
978,32,Female,Marketing,Married,Marketer,Marketer,Rarely,2,College,3,59,4,3,1,4,No,21,2,7,4,2,7,7,5,2,No,4
979,36,Male,Finance,Single,Marketer,Marketing Manager,Rarely,13,Doctor,3,40,4,3,4,6,No,19,4,5,1,2,5,5,9,8,Yes,3
980,23,Male,Marketing,Married,Manager,Team Leader,Rarely,1,Doctor,5,76,2,3,1,8,Yes,16,2,5,2,3,5,5,5,3,Yes,4
981,31,Female,Other,Single,Sales Rep,Sales Rep,Occasionally,15,Doctor,5,31,2,1,5,3,No,11,4,2,5,1,2,2,5,1,No,3
982,35,Female,HR,Single,Analyst,Analyst,Rarely,20,Bachelor,2,24,3,4,5,0,No,24,4,4,0,3,4,4,2,5,Yes,4
983,39,Male,HR,Divorced,Sales Rep,Sales Manager,Occasionally,28,Master,2,77,3,2,3,8,Yes,20,3,3,2,5,3,3,7,5,Yes,2
984,23,Male,HR,Single,Manager,Manager,Occasionally,25,College,1,54,4,3,3,4,Yes,21,2,14,1,1,14,14,2,2,Yes,4
985,24,Female,Marketing,Single,Engineer,Developer,Occasionally,15,High School,4,31,2,4,1,5,No,21,1,6,2,5,6,6,1,8,No,3
986,33,Female,HR,Married,Analyst,Data Analyst,Rarely,13,College,2,67,1,3,2,1,Yes,10,3,3,0,2,3,3,9,3,No,3
987,46,Female,Other,Single,Marketer,Marketing Manager,Occasionally,17,College,4,22,2,4,1,7,Yes,19,2,1,1,1,1,1,2,1,Yes,2
988,41,Female,Technical,Married,Manager,Team Leader,Rarely,9,Doctor,3,72,2,3,2,8,Yes,13,1,13,5,5,13,13,9,3,No,5
989,27,Male,Marketing,Single,Manager,Team Leader,Frequently,22,Doctor,4,35,2,5,5,4,No,11,5,13,2,5,13,13,2,8,Yes,5
990,55,Male,Marketing,Married,Sales Rep,Sales Rep,Frequently,28,Doctor,3,51,2,1,2,0,Yes,24,2,4,4,1,4,4,1,9,Yes,2
991,37,Male,Finance,Married,Manager,Manager,Frequently,13,Bachelor,1,59,4,1,5,2,Yes,14,4,20,2,4,20,20,7,1,Yes,4
992,50,Female,Technical,Divorced,Marketer,Marketing Manager,Occasionally,8,Master,5,22,2,5,4,6,Yes,10,1,6,1,3,6,6,9,4,Yes,2
993,29,Female,HR,Divorced,Manager,Team Leader,Occasionally,23,Doctor,4,68,3,5,4,0,Yes,13,1,14,5,3,14,14,4,4,No,4
994,40,Male,Other,Divorced,Manager,Team Leader,Occasionally,20,Bachelor,3,50,3,3,1,2,Yes,19,1,10,2,4,10,10,2,5,Yes,4
995,33,Female,HR,Divorced,Marketer,Marketing Manager,Occasionally,17,Master,1,32,1,4,2,1,Yes,16,1,2,3,2,2,2,10,6,Yes,3
996,51,Female,Technical,Divorced,Sales Rep,Sales Manager,Occasionally,14,College,5,78,3,2,1,7,No,24,4,4,4,2,4,4,2,5,Yes,2
997,44,Female,Marketing,Single,Analyst,Data Analyst,Occasionally,23,Master,2,35,3,2,5,0,Yes,14,3,7,1,2,7,7,1,6,Yes,3
998,28,Male,HR,Married,Marketer,Marketer,Occasionally,13,Doctor,4,63,1,1,2,0,No,17,5,2,0,3,2,2,5,6,Yes,3
999,45,Male,Marketing,Single,Engineer,Engineer,Occasionally,11,College,1,44,2,4,5,4,No,21,3,7,2,1,7,7,10,9,No,4
1000,57,Male,Other,Married,Engineer,Engineer,Rarely,11,Doctor,3,43,2,1,4,6,Yes,23,4,10,0,4,10,10,8,1,No,4
